ms,lp,al,be
1.328047199999999961e+01,-2.942664100000000005e+00,-2.789857299999999873e-01,6.467201900000000281e-01
1.323054600000000036e+01,-2.945580200000000204e+00,-2.884774399999999739e-01,6.466122699999999890e-01
1.323507099999999959e+01,-2.929052500000000059e+00,-3.005851399999999729e-01,6.330158900000000255e-01
1.327267800000000086e+01,-2.951385399999999937e+00,-3.975437099999999946e-01,6.235289699999999602e-01
1.319186200000000042e+01,-2.921513000000000027e+00,-2.421840500000000118e-01,6.440522100000000139e-01
1.317244700000000002e+01,-2.941800999999999888e+00,-2.655425599999999831e-01,5.960940000000000127e-01
1.341483900000000062e+01,-3.004188099999999917e+00,-3.969325899999999741e-01,6.991086300000000087e-01
1.364017300000000077e+01,-3.112060200000000165e+00,-4.970418899999999862e-01,8.501197099999999729e-01
1.363310599999999972e+01,-3.128772099999999945e+00,-5.495787199999999650e-01,8.292403200000000307e-01
1.327213899999999924e+01,-2.946507500000000057e+00,-3.219343399999999855e-01,6.435481600000000357e-01
1.347943300000000022e+01,-3.024997700000000123e+00,-3.919219400000000242e-01,7.458905700000000305e-01
1.328540500000000080e+01,-2.946060300000000076e+00,-3.452282400000000195e-01,6.508739999999999526e-01
1.332639700000000005e+01,-2.978370400000000195e+00,-3.057597799999999810e-01,6.763886900000000146e-01
1.359928799999999960e+01,-3.088225299999999951e+00,-4.801767000000000118e-01,8.070720300000000513e-01
1.346053400000000089e+01,-3.011817999999999884e+00,-4.300752999999999937e-01,7.194418599999999886e-01
1.347593999999999959e+01,-3.016395499999999785e+00,-3.863731200000000143e-01,7.491893899999999551e-01
1.354186200000000007e+01,-3.059269399999999806e+00,-5.195939299999999816e-01,7.427958500000000353e-01
1.353426900000000010e+01,-3.058638699999999933e+00,-5.269689899999999705e-01,7.513526000000000371e-01
1.355891899999999950e+01,-3.070703099999999797e+00,-5.487737099999999701e-01,7.586577300000000301e-01
1.357550600000000074e+01,-3.075554799999999922e+00,-5.340701300000000318e-01,7.610344900000000079e-01
1.355779199999999918e+01,-3.068552099999999783e+00,-5.214556099999999583e-01,7.686969799999999742e-01
1.358730800000000016e+01,-3.084023100000000017e+00,-4.831148699999999740e-01,7.877051200000000364e-01
1.349343700000000013e+01,-3.034489300000000167e+00,-4.381579700000000077e-01,7.378580500000000431e-01
1.329317700000000002e+01,-2.956785899999999856e+00,-3.452931300000000037e-01,6.455617399999999950e-01
1.333776300000000070e+01,-2.966455999999999982e+00,-3.476705099999999882e-01,6.738050100000000375e-01
1.334390999999999927e+01,-2.958118499999999873e+00,-3.512966399999999934e-01,6.789555400000000240e-01
1.337240199999999923e+01,-2.963160799999999817e+00,-3.428425399999999734e-01,6.758935200000000254e-01
1.337048099999999984e+01,-2.962752699999999795e+00,-3.475580699999999967e-01,6.780262000000000233e-01
1.345407299999999928e+01,-3.016462600000000105e+00,-4.740880699999999726e-01,7.233687100000000259e-01
1.346102600000000038e+01,-3.013513199999999781e+00,-4.793660499999999880e-01,7.190796200000000304e-01
1.330100900000000053e+01,-2.972304700000000022e+00,-2.780721500000000179e-01,6.801572099999999566e-01
1.339492699999999914e+01,-2.987966399999999911e+00,-4.181079200000000218e-01,6.811473599999999795e-01
1.338977299999999993e+01,-2.977596500000000201e+00,-3.913697400000000215e-01,6.955836300000000083e-01
1.345020099999999985e+01,-3.008220199999999789e+00,-3.885092499999999727e-01,7.272083499999999479e-01
1.320992200000000061e+01,-2.949710699999999797e+00,-2.440808600000000106e-01,6.333945399999999504e-01
1.322130600000000022e+01,-2.941726500000000133e+00,-2.479418899999999981e-01,6.342732899999999896e-01
1.321627499999999955e+01,-2.928834900000000019e+00,-3.156720000000000081e-01,6.143307700000000260e-01
1.319823899999999917e+01,-2.924120199999999947e+00,-3.125091700000000028e-01,6.056579600000000507e-01
1.318942400000000070e+01,-2.933922599999999825e+00,-3.059044699999999839e-01,6.085829200000000272e-01
1.318873499999999943e+01,-2.914760799999999819e+00,-2.963801999999999826e-01,6.179551599999999478e-01
1.349656399999999934e+01,-3.035176900000000177e+00,-3.685550799999999794e-01,7.538112500000000438e-01
1.348599199999999954e+01,-3.050743600000000111e+00,-3.582968000000000264e-01,7.735897000000000467e-01
1.348853199999999930e+01,-3.028353099999999909e+00,-4.035686700000000182e-01,7.557609199999999472e-01
1.325268900000000016e+01,-2.959102000000000121e+00,-2.807277200000000139e-01,6.446328900000000139e-01
1.342475699999999961e+01,-2.998304699999999823e+00,-4.023665100000000105e-01,7.065816499999999500e-01
1.347460899999999917e+01,-3.019180700000000162e+00,-3.678116699999999795e-01,7.415985000000000493e-01
1.346531099999999981e+01,-3.016325800000000168e+00,-3.729525699999999833e-01,7.395613800000000460e-01
1.343410000000000082e+01,-2.997936499999999782e+00,-3.516079899999999814e-01,7.286190099999999559e-01
1.345293400000000084e+01,-3.022551299999999941e+00,-3.543157299999999954e-01,7.309622099999999456e-01
1.344955799999999968e+01,-3.010690600000000217e+00,-3.756924200000000269e-01,7.213765599999999445e-01
1.345201300000000089e+01,-3.015830199999999905e+00,-3.871848700000000143e-01,7.274148499999999462e-01
1.314614199999999933e+01,-2.936668200000000173e+00,-1.969371199999999933e-01,6.148974400000000173e-01
1.314632399999999990e+01,-2.944216799999999967e+00,-1.923585600000000118e-01,6.133373899999999823e-01
1.308624700000000018e+01,-2.931130000000000013e+00,-1.948483199999999915e-01,5.934394699999999689e-01
1.322836299999999987e+01,-2.926177399999999817e+00,-2.648571800000000254e-01,6.406696699999999689e-01
1.330219800000000063e+01,-2.935175500000000159e+00,-3.677086399999999755e-01,6.494499700000000431e-01
1.343280500000000011e+01,-2.990003699999999931e+00,-3.418899899999999770e-01,7.286417699999999664e-01
1.343975700000000018e+01,-3.014097299999999979e+00,-4.386635400000000184e-01,6.905445999999999529e-01
1.332082800000000056e+01,-2.948883100000000201e+00,-3.225988100000000136e-01,6.898453300000000343e-01
1.334148800000000001e+01,-2.950131700000000023e+00,-3.091593999999999731e-01,6.863240999999999925e-01
1.331309800000000010e+01,-2.946061499999999889e+00,-3.220502599999999771e-01,6.877881000000000133e-01
1.337035599999999924e+01,-2.998850800000000039e+00,-3.377817900000000262e-01,6.754291900000000126e-01
1.336848999999999954e+01,-2.975671800000000200e+00,-3.616950600000000127e-01,7.039919999999999511e-01
1.335399800000000070e+01,-2.971456599999999781e+00,-3.689266700000000121e-01,7.030872099999999625e-01
1.334084000000000003e+01,-2.961490099999999792e+00,-4.127111199999999869e-01,6.336210599999999582e-01
1.331758300000000084e+01,-2.966322100000000184e+00,-3.861277699999999813e-01,6.474329199999999673e-01
1.332798200000000044e+01,-2.971171299999999960e+00,-3.831529300000000027e-01,6.430289300000000541e-01
1.330911399999999922e+01,-2.964750800000000019e+00,-3.803670900000000188e-01,6.424446000000000323e-01
1.330832799999999949e+01,-2.966994699999999874e+00,-3.866800400000000026e-01,6.350078799999999690e-01
1.330698600000000020e+01,-2.966322100000000184e+00,-3.882968900000000056e-01,6.353100499999999595e-01
1.329703800000000058e+01,-2.979172900000000013e+00,-3.784026600000000018e-01,6.373909199999999720e-01
1.331673299999999927e+01,-2.955308500000000116e+00,-4.006614099999999956e-01,6.375481200000000515e-01
1.341493700000000011e+01,-3.002085699999999857e+00,-4.126184700000000150e-01,6.950914999999999733e-01
1.340556300000000078e+01,-3.001096400000000219e+00,-3.927873199999999954e-01,7.044295099999999810e-01
1.338039999999999985e+01,-2.979672299999999829e+00,-4.210215099999999877e-01,6.830921699999999985e-01
1.339524300000000068e+01,-2.977759799999999846e+00,-4.200957499999999900e-01,6.794533799999999957e-01
1.334254800000000074e+01,-2.976137599999999939e+00,-3.262057899999999955e-01,6.839982900000000088e-01
1.335463900000000059e+01,-2.976182699999999848e+00,-3.202111799999999842e-01,6.827850500000000045e-01
1.335321800000000003e+01,-2.976034700000000033e+00,-3.131173600000000112e-01,6.981651800000000518e-01
1.335682399999999959e+01,-2.960667899999999797e+00,-3.150997700000000012e-01,6.997853099999999937e-01
1.347749999999999915e+01,-3.021968600000000116e+00,-4.717838200000000204e-01,7.371408900000000486e-01
1.346869099999999975e+01,-3.017086500000000004e+00,-4.333174399999999982e-01,7.346527999999999947e-01
1.332746000000000031e+01,-2.969359299999999813e+00,-3.255932200000000165e-01,6.665376800000000213e-01
1.328819700000000026e+01,-2.959813700000000214e+00,-3.242531799999999742e-01,6.616482599999999881e-01
1.332224000000000075e+01,-2.963679400000000186e+00,-3.317770899999999967e-01,6.487937799999999866e-01
1.323930499999999988e+01,-2.938070699999999924e+00,-3.055582099999999968e-01,6.491119499999999931e-01
1.326023299999999949e+01,-2.935484300000000157e+00,-2.970774299999999757e-01,6.403428100000000400e-01
1.325491700000000073e+01,-2.947462999999999944e+00,-2.780633000000000132e-01,6.441389400000000487e-01
1.325103799999999943e+01,-2.941716200000000114e+00,-2.776030400000000231e-01,6.491853499999999944e-01
1.324719999999999942e+01,-2.943044500000000063e+00,-2.793012999999999746e-01,6.512880599999999465e-01
1.324377299999999913e+01,-2.940816199999999991e+00,-2.664278700000000111e-01,6.464609300000000447e-01
1.321134799999999920e+01,-2.965478399999999848e+00,-2.769523700000000033e-01,6.236180599999999741e-01
1.321806199999999976e+01,-2.954379400000000100e+00,-2.787993999999999750e-01,6.198560300000000023e-01
1.320130999999999943e+01,-2.943390200000000068e+00,-2.843349399999999805e-01,6.146506600000000153e-01
1.320193500000000064e+01,-2.935051200000000193e+00,-2.736960600000000188e-01,6.220751199999999814e-01
1.312493300000000040e+01,-2.920126199999999894e+00,-2.406386199999999975e-01,6.001160500000000120e-01
1.348723400000000083e+01,-3.034295699999999929e+00,-4.048011799999999827e-01,7.635244500000000212e-01
1.349215000000000053e+01,-3.034518900000000130e+00,-4.032930699999999757e-01,7.628044400000000280e-01
1.326381399999999999e+01,-2.931639099999999942e+00,-3.347427900000000123e-01,6.518435900000000283e-01
1.346359299999999948e+01,-3.002105999999999941e+00,-3.574152800000000019e-01,7.487412199999999851e-01
1.314322199999999974e+01,-2.917346000000000217e+00,-2.813478699999999999e-01,5.966372399999999576e-01
1.313354600000000083e+01,-2.915839300000000023e+00,-2.872817899999999813e-01,5.897056299999999807e-01
1.314006200000000035e+01,-2.930714599999999947e+00,-2.743237299999999879e-01,5.913835499999999801e-01
1.313377900000000054e+01,-2.932026800000000044e+00,-2.790230499999999947e-01,5.941043299999999583e-01
1.315267599999999959e+01,-2.926988800000000168e+00,-1.854185399999999928e-01,6.195454299999999526e-01
1.312647399999999998e+01,-2.935979399999999906e+00,-1.935666299999999895e-01,6.062046300000000221e-01
1.310287600000000019e+01,-2.910888700000000107e+00,-2.155948400000000098e-01,5.952054900000000037e-01
1.293370200000000025e+01,-2.911076800000000020e+00,-1.364253900000000075e-01,5.491024500000000197e-01
1.292536999999999914e+01,-2.923568200000000061e+00,-1.499735700000000005e-01,5.421440299999999990e-01
1.303579900000000080e+01,-2.914970799999999862e+00,-1.632744899999999943e-01,5.832748399999999611e-01
1.344763000000000019e+01,-3.020481000000000193e+00,-4.348667500000000241e-01,7.023586099999999943e-01
1.320515999999999934e+01,-2.960925800000000052e+00,-1.586202899999999971e-01,6.557786599999999577e-01
1.323669899999999977e+01,-2.937241300000000166e+00,-2.971879499999999785e-01,6.397908599999999613e-01
1.339291899999999913e+01,-2.987531999999999854e+00,-3.778654799999999758e-01,7.177502999999999522e-01
1.337157299999999971e+01,-3.002581399999999956e+00,-3.238762099999999977e-01,7.089957000000000065e-01
1.325972200000000001e+01,-2.930744600000000144e+00,-3.519967800000000091e-01,6.206496299999999522e-01
1.322932199999999980e+01,-2.926198799999999878e+00,-3.464657199999999770e-01,6.334434100000000400e-01
1.323908999999999914e+01,-2.929745399999999833e+00,-3.456988599999999967e-01,6.286297899999999661e-01
1.327286199999999994e+01,-2.945854800000000218e+00,-3.531734100000000209e-01,6.378581899999999916e-01
1.343108499999999950e+01,-3.007769300000000090e+00,-3.638200400000000112e-01,7.325974600000000336e-01
1.332379099999999994e+01,-2.958216399999999968e+00,-3.883061099999999821e-01,6.545394300000000332e-01
1.328419199999999911e+01,-2.928635799999999900e+00,-4.142366699999999735e-01,6.218653600000000337e-01
1.327577199999999991e+01,-2.934248800000000212e+00,-4.008627599999999847e-01,6.281722499999999876e-01
1.339259999999999984e+01,-2.979265700000000017e+00,-3.642240700000000109e-01,7.094093900000000286e-01
1.341206299999999985e+01,-2.995406099999999849e+00,-3.530975499999999823e-01,7.131313099999999627e-01
1.336693900000000035e+01,-2.967657500000000059e+00,-3.897808099999999776e-01,6.707783800000000074e-01
1.335631899999999916e+01,-2.981266199999999866e+00,-3.254192699999999827e-01,6.816425400000000190e-01
1.333524799999999999e+01,-2.972960099999999883e+00,-3.258076100000000253e-01,6.891427599999999654e-01
1.333808499999999952e+01,-2.973532099999999900e+00,-2.832454099999999753e-01,7.038145599999999780e-01
1.334481599999999979e+01,-2.960655099999999873e+00,-3.306866500000000264e-01,6.861149500000000012e-01
1.343473400000000062e+01,-2.994953600000000105e+00,-4.157820999999999878e-01,7.160864000000000118e-01
1.350378700000000087e+01,-3.034692800000000190e+00,-4.782446599999999881e-01,7.398492899999999928e-01
1.322108000000000061e+01,-2.940001300000000040e+00,-2.512375099999999972e-01,6.400032599999999627e-01
1.317514500000000055e+01,-2.942855199999999893e+00,-2.436453299999999933e-01,6.178081199999999606e-01
1.342639899999999997e+01,-3.002792900000000209e+00,-3.910104799999999936e-01,7.074238000000000470e-01
1.339129999999999932e+01,-2.993138000000000076e+00,-2.987812899999999772e-01,7.282393799999999917e-01
1.343095899999999965e+01,-3.008093600000000034e+00,-3.540649699999999789e-01,7.203995600000000499e-01
1.344162399999999913e+01,-2.998140799999999828e+00,-3.998598400000000219e-01,7.221820100000000409e-01
1.347631900000000016e+01,-3.021141899999999936e+00,-4.011041100000000137e-01,7.538626899999999464e-01
1.355561600000000055e+01,-3.054772499999999891e+00,-5.380112599999999912e-01,7.487567800000000107e-01
1.356061799999999984e+01,-3.061602699999999899e+00,-5.623108300000000392e-01,7.386868100000000270e-01
1.357347099999999962e+01,-3.060896300000000014e+00,-5.590929799999999616e-01,7.357462700000000355e-01
1.341175899999999999e+01,-2.998887900000000162e+00,-2.804504099999999833e-01,7.269790299999999705e-01
1.339660699999999949e+01,-2.996257599999999854e+00,-2.721514899999999959e-01,7.368096400000000434e-01
1.341645399999999988e+01,-3.002026600000000212e+00,-3.794844600000000234e-01,7.069306199999999540e-01
1.341558799999999962e+01,-3.010273999999999894e+00,-3.705656199999999845e-01,7.035057300000000513e-01
1.342635899999999971e+01,-3.006977599999999917e+00,-3.947932699999999739e-01,7.068791599999999509e-01
1.336491400000000063e+01,-2.990578100000000017e+00,-3.294427899999999854e-01,6.881340799999999813e-01
1.338164300000000040e+01,-2.980817599999999956e+00,-3.217717399999999728e-01,7.149630200000000047e-01
1.333664899999999953e+01,-2.961327900000000124e+00,-3.885746999999999951e-01,6.620831400000000144e-01
1.333171800000000040e+01,-2.965073600000000198e+00,-3.936442099999999944e-01,6.571458799999999600e-01
1.333652999999999977e+01,-2.957346999999999948e+00,-3.723342299999999883e-01,6.750041799999999537e-01
1.334643600000000063e+01,-2.946218599999999910e+00,-3.781712500000000143e-01,6.711738600000000110e-01
1.331922600000000045e+01,-2.952399300000000171e+00,-3.315574800000000155e-01,6.792116799999999843e-01
1.332993500000000076e+01,-2.947842699999999816e+00,-3.368463300000000271e-01,6.718539000000000039e-01
1.331599899999999970e+01,-2.966872099999999790e+00,-2.904172300000000262e-01,6.667651900000000076e-01
1.331386200000000031e+01,-2.953334499999999974e+00,-3.383825899999999831e-01,6.644033700000000486e-01
1.330986500000000028e+01,-2.961927100000000035e+00,-3.057709599999999805e-01,6.687658300000000056e-01
1.332102899999999934e+01,-2.950091899999999878e+00,-3.427142000000000244e-01,6.556179600000000551e-01
1.330320500000000017e+01,-2.946356499999999823e+00,-3.733797500000000102e-01,6.645481300000000147e-01
1.330993499999999941e+01,-2.956115800000000071e+00,-3.853562200000000271e-01,6.313805399999999901e-01
1.320508700000000069e+01,-2.960613400000000173e+00,-1.879363599999999968e-01,6.347928000000000459e-01
1.321546200000000049e+01,-2.953721499999999889e+00,-2.027468199999999943e-01,6.388215699999999497e-01
1.320283300000000004e+01,-2.962307500000000093e+00,-1.995456300000000016e-01,6.389800199999999819e-01
1.319998299999999958e+01,-2.956859699999999869e+00,-2.096901899999999985e-01,6.303306699999999818e-01
1.319919699999999985e+01,-2.944785200000000103e+00,-1.892652800000000080e-01,6.464842899999999615e-01
1.319414599999999993e+01,-2.960372200000000120e+00,-1.715424999999999867e-01,6.411050299999999647e-01
1.317301600000000050e+01,-2.962048799999999815e+00,-1.332120699999999880e-01,6.432311899999999527e-01
1.306592500000000001e+01,-2.955163199999999879e+00,-9.494584500000000094e-02,6.028882599999999536e-01
1.301365599999999922e+01,-2.931417900000000021e+00,-1.695191400000000126e-01,5.631833200000000428e-01
1.364960199999999979e+01,-3.131822600000000012e+00,-5.211552099999999799e-01,8.324120699999999484e-01
1.362211699999999936e+01,-3.100976600000000083e+00,-4.327839700000000178e-01,8.673760600000000043e-01
1.361688299999999963e+01,-3.106068300000000004e+00,-4.094883200000000167e-01,8.724435699999999461e-01
1.361766100000000002e+01,-3.109083299999999994e+00,-4.167359999999999953e-01,8.693841199999999825e-01
1.338991099999999967e+01,-2.970560199999999984e+00,-4.869199100000000113e-01,6.561937399999999698e-01
1.348840900000000076e+01,-3.035792199999999941e+00,-3.502075900000000130e-01,7.765790099999999585e-01
1.348406999999999911e+01,-3.031445300000000120e+00,-4.522888199999999803e-01,7.365956299999999457e-01
1.348789200000000044e+01,-3.043553000000000175e+00,-4.941880200000000056e-01,7.251017600000000396e-01
1.349502900000000061e+01,-3.040407699999999824e+00,-4.925009200000000087e-01,7.254250100000000367e-01
1.346410499999999999e+01,-3.019200699999999848e+00,-3.936500800000000133e-01,7.375505999999999451e-01
1.321615599999999979e+01,-2.949996599999999969e+00,-2.082814100000000002e-01,6.414712999999999665e-01
1.325831600000000066e+01,-2.923150000000000137e+00,-3.870171600000000267e-01,6.153106600000000093e-01
1.324755099999999963e+01,-2.942501800000000056e+00,-3.196379999999999777e-01,6.302027500000000337e-01
1.335311100000000017e+01,-2.975311500000000109e+00,-3.280482499999999857e-01,6.938380100000000050e-01
1.336888899999999936e+01,-2.971443499999999904e+00,-3.662128299999999892e-01,6.835151600000000105e-01
1.339435899999999968e+01,-2.990977099999999833e+00,-3.735114900000000016e-01,6.968353099999999856e-01
1.330124299999999948e+01,-2.940584299999999818e+00,-3.789558199999999988e-01,6.476902799999999516e-01
1.328601500000000080e+01,-2.962013400000000019e+00,-3.210302400000000222e-01,6.613345699999999550e-01
1.337401000000000018e+01,-2.994165000000000187e+00,-3.384707800000000266e-01,7.100060900000000341e-01
1.338841999999999999e+01,-3.003812899999999786e+00,-3.363893800000000156e-01,7.097076399999999730e-01
1.338978299999999955e+01,-3.003196899999999836e+00,-3.361596900000000110e-01,7.098508000000000040e-01
1.355745600000000017e+01,-3.072958799999999879e+00,-5.075168100000000404e-01,7.534794299999999501e-01
1.334899700000000067e+01,-2.960741800000000090e+00,-3.218385699999999905e-01,6.821330300000000291e-01
1.337482499999999952e+01,-2.988973999999999798e+00,-3.305820899999999951e-01,7.071178500000000477e-01
1.322838999999999920e+01,-2.932735500000000162e+00,-3.270665899999999904e-01,6.290430900000000269e-01
1.312921599999999955e+01,-2.918144700000000036e+00,-2.411310700000000029e-01,6.009240099999999529e-01
1.304684899999999992e+01,-2.912833599999999912e+00,-2.216967800000000099e-01,5.685673700000000164e-01
1.307760900000000071e+01,-2.919468300000000127e+00,-1.954250800000000010e-01,5.849947800000000475e-01
1.307637700000000081e+01,-2.942984000000000044e+00,-1.603274600000000050e-01,5.884790600000000538e-01
1.311215999999999937e+01,-2.911167999999999978e+00,-2.740569099999999869e-01,5.892011400000000121e-01
1.331367900000000049e+01,-2.956252500000000172e+00,-3.174100300000000097e-01,6.567441600000000212e-01
1.328389699999999962e+01,-2.944238700000000097e+00,-3.681224900000000244e-01,6.388640500000000166e-01
1.328805499999999995e+01,-2.938534799999999780e+00,-3.773985799999999835e-01,6.363613000000000186e-01
1.326793200000000006e+01,-2.944237199999999888e+00,-3.786458699999999955e-01,6.329517099999999452e-01
1.327406000000000041e+01,-2.951621400000000062e+00,-3.844796200000000219e-01,6.267356099999999985e-01
1.333580399999999955e+01,-2.949809399999999915e+00,-3.196423299999999745e-01,6.800310999999999995e-01
1.338837799999999945e+01,-2.982676300000000058e+00,-3.692723800000000112e-01,6.877374800000000121e-01
1.335525999999999947e+01,-2.980944699999999781e+00,-4.119617799999999996e-01,6.501472400000000151e-01
1.345406200000000041e+01,-3.027815899999999782e+00,-3.442901600000000117e-01,7.211843700000000190e-01
1.342413299999999943e+01,-3.014076499999999825e+00,-3.318931999999999993e-01,7.166985900000000242e-01
1.361139900000000047e+01,-3.084788599999999992e+00,-5.741519099999999876e-01,7.942494100000000445e-01
1.361606800000000028e+01,-3.120903399999999994e+00,-4.645975900000000047e-01,8.187349600000000116e-01
1.363165500000000030e+01,-3.103120600000000007e+00,-4.917987400000000120e-01,8.564887500000000209e-01
1.361847799999999964e+01,-3.102955099999999966e+00,-4.723333100000000062e-01,8.451658199999999566e-01
1.331282700000000041e+01,-2.940513999999999850e+00,-3.502580299999999980e-01,6.668151799999999518e-01
1.338417800000000035e+01,-2.991025399999999834e+00,-3.367400400000000182e-01,7.091113599999999684e-01
1.328749999999999964e+01,-2.931106400000000001e+00,-3.881918300000000155e-01,6.253500199999999509e-01
1.325148500000000062e+01,-2.951564600000000205e+00,-2.742185300000000159e-01,6.589994300000000527e-01
1.333828899999999962e+01,-2.960244400000000109e+00,-4.107101400000000013e-01,6.667241799999999996e-01
1.335776100000000000e+01,-2.962069300000000016e+00,-4.056155900000000258e-01,6.621104599999999563e-01
1.338726300000000080e+01,-2.990993899999999872e+00,-3.320127500000000231e-01,7.015359100000000403e-01
1.337779600000000002e+01,-2.979420100000000016e+00,-3.942965099999999889e-01,6.915186800000000522e-01
1.343067600000000006e+01,-3.007958900000000213e+00,-3.589528900000000244e-01,7.186202600000000107e-01
1.328969099999999948e+01,-2.941907099999999886e+00,-3.642877400000000265e-01,6.466771999999999521e-01
1.327726799999999940e+01,-2.939702099999999874e+00,-3.405957800000000146e-01,6.533287100000000347e-01
1.326309600000000088e+01,-2.948120400000000085e+00,-3.415440800000000277e-01,6.437784899999999810e-01
1.328352100000000036e+01,-2.940107600000000154e+00,-3.333179099999999950e-01,6.483121800000000157e-01
1.329110900000000051e+01,-2.943094900000000180e+00,-3.230656000000000083e-01,6.535514900000000127e-01
1.329472799999999921e+01,-2.935739299999999830e+00,-3.258210400000000062e-01,6.595883099999999555e-01
1.339144800000000046e+01,-2.994277900000000159e+00,-3.652009600000000189e-01,6.846918899999999697e-01
1.350215700000000041e+01,-3.020987700000000054e+00,-4.605526999999999815e-01,7.423580800000000313e-01
1.353346100000000085e+01,-3.044461500000000154e+00,-4.788579800000000164e-01,7.310113400000000095e-01
1.352140600000000070e+01,-3.044583999999999957e+00,-4.767659300000000044e-01,7.384691899999999976e-01
1.346809200000000040e+01,-3.016196299999999830e+00,-4.455822700000000025e-01,7.164821999999999580e-01
1.351876099999999958e+01,-3.035306900000000141e+00,-4.235232199999999780e-01,7.540076000000000001e-01
1.343835600000000063e+01,-3.010442799999999863e+00,-4.432733099999999760e-01,7.271668799999999599e-01
1.342461800000000061e+01,-3.022349499999999800e+00,-3.719042900000000262e-01,7.345738400000000334e-01
1.341357499999999980e+01,-3.022115400000000118e+00,-3.733430899999999886e-01,7.361495300000000519e-01
1.342447499999999927e+01,-2.996782599999999963e+00,-4.145479499999999984e-01,7.206192200000000048e-01
1.346937400000000018e+01,-3.007283000000000150e+00,-4.629087100000000010e-01,7.149835799999999519e-01
1.348295700000000075e+01,-3.033470700000000075e+00,-4.518718099999999849e-01,7.326955000000000551e-01
1.347358099999999936e+01,-3.013369400000000198e+00,-5.015421300000000304e-01,7.172703999999999747e-01
1.346471999999999980e+01,-3.028401800000000144e+00,-4.046139999999999737e-01,7.154761899999999564e-01
1.303862499999999969e+01,-2.935363900000000026e+00,-1.662890700000000110e-01,5.850540300000000027e-01
1.307028299999999987e+01,-2.945196000000000147e+00,-1.690661199999999864e-01,5.916924799999999651e-01
1.314464000000000077e+01,-2.926138799999999929e+00,-2.032006399999999879e-01,6.247405200000000214e-01
1.329314899999999966e+01,-2.959889200000000109e+00,-3.604178000000000104e-01,6.454986799999999914e-01
1.343803600000000031e+01,-3.007509600000000116e+00,-3.779831599999999847e-01,7.103999699999999917e-01
1.342657200000000017e+01,-2.998297299999999943e+00,-3.805235699999999777e-01,7.073727800000000343e-01
1.342775499999999944e+01,-3.022212199999999793e+00,-2.984934300000000040e-01,7.630043499999999979e-01
1.328850800000000021e+01,-2.950925499999999868e+00,-3.584277599999999842e-01,6.476258900000000374e-01
1.341343700000000005e+01,-3.001444799999999802e+00,-3.476104500000000153e-01,7.066370499999999888e-01
1.348314500000000038e+01,-3.034065000000000012e+00,-4.452894800000000153e-01,7.330823800000000334e-01
1.361787700000000001e+01,-3.107058700000000062e+00,-4.825373800000000157e-01,8.184506999999999755e-01
1.357512200000000036e+01,-3.087205700000000164e+00,-4.615957099999999924e-01,8.007372699999999455e-01
1.335642600000000080e+01,-2.967590799999999973e+00,-3.727031000000000094e-01,6.694865500000000136e-01
1.327291100000000057e+01,-2.946346800000000155e+00,-2.759515699999999794e-01,6.532307899999999501e-01
1.326296499999999945e+01,-2.943740899999999883e+00,-2.988833900000000265e-01,6.584286799999999884e-01
1.327283300000000033e+01,-2.956493899999999897e+00,-3.001597300000000135e-01,6.383171800000000395e-01
1.329878899999999931e+01,-2.952263900000000163e+00,-3.038935500000000123e-01,6.824564400000000530e-01
1.335554600000000036e+01,-2.994113000000000024e+00,-3.093909300000000084e-01,6.946643500000000415e-01
1.332366799999999962e+01,-2.962805900000000214e+00,-3.028545899999999791e-01,6.797293699999999994e-01
1.333577999999999975e+01,-2.966442100000000082e+00,-2.686511699999999947e-01,6.950705700000000542e-01
1.332725800000000049e+01,-2.970173500000000022e+00,-2.750742400000000254e-01,6.959345500000000406e-01
1.310035200000000088e+01,-2.900251900000000216e+00,-2.683819100000000013e-01,5.882316800000000345e-01
1.309148300000000020e+01,-2.902148599999999856e+00,-2.936059300000000150e-01,5.719505599999999967e-01
1.315531999999999968e+01,-2.905811100000000202e+00,-2.526297000000000126e-01,6.107760700000000043e-01
1.314806300000000050e+01,-2.914775699999999858e+00,-2.721624200000000160e-01,6.074782699999999869e-01
1.344605600000000045e+01,-2.994857600000000009e+00,-3.800924500000000261e-01,7.201122399999999590e-01
1.341802500000000009e+01,-2.988982399999999817e+00,-3.804893599999999987e-01,7.330950299999999809e-01
1.335010699999999950e+01,-2.960470799999999958e+00,-3.304787699999999773e-01,6.799244599999999528e-01
1.333108400000000060e+01,-2.958961599999999859e+00,-3.413037800000000010e-01,6.789634399999999737e-01
1.334656400000000076e+01,-2.977809099999999987e+00,-3.837670400000000037e-01,6.630439700000000380e-01
1.342397099999999988e+01,-2.996255099999999949e+00,-3.654365299999999817e-01,7.331560299999999586e-01
1.340437900000000049e+01,-3.003595600000000143e+00,-4.053555999999999826e-01,6.908467000000000358e-01
1.339747200000000049e+01,-3.004326999999999970e+00,-4.056273000000000239e-01,6.908117499999999467e-01
1.349465900000000040e+01,-3.047738299999999789e+00,-3.919695499999999999e-01,7.521056900000000489e-01
1.350139599999999973e+01,-3.042750299999999797e+00,-4.065410999999999886e-01,7.584257399999999594e-01
1.359752199999999966e+01,-3.113873200000000008e+00,-4.553095200000000231e-01,8.237564000000000553e-01
