N,s_gap,s_gap0,s_rms,sky,s_tempel,m_gap,m_rms
21,432.8890359780481,432.9467836466785,421.28335723952654,0.3249604915568649,421.123217,114814441620483.02,108793357486292.12
11,578.2460116476575,578.2892442250874,528.8913511932226,0.6057557917580381,528.378815,377995961166674.0,316705251869421.7
6,362.4483354528588,362.51730423877433,335.7558302941238,0.17977139685215957,335.409875,44901300371978.664,38582985497393.836
5,436.38661843577086,436.4439033252808,351.6920854501456,0.35029847224498223,351.335545,125672613577271.94,81939316280675.39
12,448.60231358350836,448.6580387694802,420.91353951187847,0.3696748578983868,420.48005,140017817936869.36,123406043336424.25
7,298.079621094496,298.16347950719637,263.01441593898255,0.33144870371301427,262.927383,55883797665405.16,43604774269173.305
8,305.5519148917421,305.63372309679835,269.70316926573236,0.2716181045372056,269.576191,48184102976311.48,37623182089269.75
6,341.01850958922927,341.0918115148167,292.4101267632297,0.4333602162205998,292.3496,95180918970738.86,70171697286531.08
5,424.35802270401285,424.4169311340671,355.9381001619267,0.40624868236007344,355.642979,137708794292260.08,97186185276610.72
7,328.7256925964655,328.8017350517268,305.44267601915743,0.44312937853676754,305.241318,90477467407054.6,78216689839704.95
9,563.5524528805416,563.5968125776396,511.0848354949615,0.2734902287130133,510.719241,163250647247099.78,134500564287407.72
9,355.694862936197,355.7651409556591,346.4998466127611,0.22414284424312936,346.183687,53830583350363.805,51106914443345.25
6,460.2230287882512,460.2773470713408,444.75052401301815,0.6744314685574829,444.307985,267362894547136.4,249826279181615.16
6,368.0167309352838,368.08465636086095,313.771366491716,0.33052929511959905,313.576164,84634589327227.06,61696522091739.055
6,407.95881085950947,408.0200869539452,380.9088636175528,0.22033421798859604,380.909895,69451634654554.1,60620009005589.45
9,795.5989578052345,795.6303800514253,711.5524326044019,0.43759670873149337,711.03204,515554567452009.7,413161341990886.8
5,481.5627099199509,481.6146214406772,393.147892569719,0.3609300768034505,392.90447,157367749267910.3,105265705618864.6
6,303.80208633744553,303.884365611304,285.39380203783463,0.18074500584570138,285.384008,31813769573035.4,28105599815350.92
7,427.2706386392124,427.32914555780116,391.7073386142795,0.40286394027943284,391.696352,138435968397178.67,116529705307743.9
6,463.6990154338869,463.75292658306336,401.6222751169136,0.2341595169096159,401.418202,95089564218979.69,71515859207049.97
5,220.12259829677788,220.23614208599966,231.72982039903997,0.2678603919750214,231.61647,24805521414418.668,27466103364759.242
5,351.3924961249926,351.463634438832,283.3990823402954,0.27242855690265255,283.347948,63758061971836.69,41628062285872.57
8,370.3663745712626,370.4338691494891,342.05714300330607,0.23108387780464817,341.689813,60111432433486.07,51344957421225.086
6,326.01304657527277,326.08972160632567,273.6217350565016,0.2907043738930777,273.338705,58606189493913.69,41410412332419.695
7,532.5291837760158,532.5761274908496,464.02650273361826,0.5177710202428581,464.028803,274760496147584.1,209084472966828.97
7,189.92652151045542,190.0581057809992,169.32177720005294,0.25038688195047076,169.534124,17315792161936.164,13789223573496.035
9,367.6469267472478,367.71492048419276,327.70679299605683,0.38473675809806773,327.622866,98185926761635.52,78171109376278.38
5,356.58895054596513,356.6590523896355,309.14136023703225,0.3843278431705546,308.830963,92321221617128.89,69562918197386.44
7,313.67399201912434,313.7536824791284,272.68244284022427,0.29992044033667864,272.48314,55996432028067.46,42421366204024.41
6,314.0667342047389,314.14632503664615,260.36242537555006,0.23061376345988038,260.148566,43263127393687.195,29830022336837.797
5,543.1576987335809,543.2037239319696,449.6323885522858,0.5315428785253945,449.496438,293283896014523.94,201595642444325.44
21,449.2041808287375,449.25983136044675,431.555060499805,0.5873985308838711,431.25387,222179334194151.8,205196637736744.7
7,488.338691528839,488.38988282324044,433.80931105283565,0.29353682801080117,433.526266,131819375217921.1,104243827477472.88
6,789.7177129278776,789.7493691748274,666.3817663276823,0.6443344153493902,665.642877,745761443417475.9,532426080341644.6
5,408.54177802502073,408.6029666948655,331.59152945517496,0.30919605203523826,331.291455,97445126117079.81,64431439471967.02
6,476.13150257172265,476.18400617955064,400.00809165056984,0.6284021469761978,399.806013,266641473413970.97,188736422216025.28
16,287.0940057448306,287.1810720340267,274.52939209108047,0.34351996478846347,274.428022,53747123014189.18,49184218439946.38
5,349.74359251096985,349.8150661456412,310.1764247722931,0.278717529958201,278.75109,64611541464518.26,50926536252884.27
9,369.39187269206855,369.4595452968476,329.2081070502191,0.4372852818732829,328.80188,112520374802202.34,89554716697324.53
13,408.28115624827194,408.34238397137494,381.7688782430192,0.3849224718017157,381.497992,120921127178297.89,105853324603101.34
5,392.27733245402584,392.3410577001167,328.7628129874812,0.1730098674633123,378.800857,50564649243232.91,35626242635012.65
6,318.01392688027823,318.0925300754718,300.3576493099871,0.2684978048766618,300.123308,51564102904129.32,46043440418633.18
13,695.448585368418,695.4845324598771,714.0801682161983,0.8642889469121994,815.261605,775531175691870.4,817486856759745.0
7,367.8962857471186,367.96423340662545,325.7920678693533,0.28621455718387895,325.448796,73333212521673.89,57631410341524.99
10,487.5096700966018,487.5609484338317,447.7671293023873,0.3607202085149698,424.802212,161150496552692.1,136151950073160.08
8,512.0618465202137,512.1106664205413,466.15171949644076,0.3313931523875895,465.834533,163316926391833.38,135570031937582.84
7,514.9420797454283,514.9906266064917,446.58858909049707,0.15757281206334697,446.566274,79043637652045.55,59601019704327.61
5,365.6537136077091,365.72207791587937,294.54294890946284,0.29371677681961683,294.243494,74331816411571.33,48415304205579.93
6,465.09474407913615,465.14849346207404,406.795842261076,0.4023212292490848,406.457201,163565884783253.78,125427609766275.39
11,438.47031837341405,438.5273310689803,424.98186633901787,0.48367178455497084,424.888853,174667810687360.34,164177623151316.34
6,425.6308108210628,425.68954311821585,436.519326254221,0.5579204834667677,436.240736,189713762261856.06,199454964402797.7
9,301.16249633627,301.24549656300894,274.01834708692485,0.1290989637763782,348.477068,22398625629874.953,18572989395535.312
6,452.5477962284033,452.60303564070847,397.820550946054,0.35107246202519043,397.628716,135362140199454.2,104842854565164.95
5,308.4936383051674,308.5746666120851,268.6491840862376,0.25015277026381183,268.4022,45259869959942.63,34406746117767.918
5,396.9085599273313,396.9715417301194,353.6268723584056,0.5556482780633377,353.416611,164511184784552.88,130855902447461.67
8,549.8118476971455,549.857315917638,485.4413342801144,0.4671809525464807,484.944544,264350508575633.44,206491089866866.88
5,663.0021266649118,663.0398328623972,535.763219461514,0.30873570178617255,535.592032,254111148208585.97,166532775185664.1
21,405.04234446456695,405.104061704339,408.4522001420176,0.3892054652083106,408.1585,120339686923813.89,122356075533704.16
5,231.63842283480372,231.7463245304989,189.89730947718752,0.25344497210564776,200.285863,25980068731170.184,17520132769415.707
13,399.85316143724765,399.91567950176903,378.6059741300388,0.27089917445317174,378.503369,81910396373399.78,73507497244133.66
5,391.35840162303845,391.422276475087,319.0418788324003,0.3768741486612261,318.889133,108884388524324.67,72625199724146.88
11,589.1215752919703,589.1640098262051,532.8358043815157,0.5627888905283539,532.814123,364631455884417.94,298788781339305.06
6,438.51374317512654,438.57075022561736,420.8068430444576,0.27173681172194003,389.132093,98655197670970.28,90915477869163.78
6,298.6625648991064,298.74625967886686,259.78324602707164,0.3273756077128245,259.444486,55417275272084.5,42030864711343.016
5,376.6083607357843,376.67473684346635,305.88943128414786,0.15805810939658638,305.877261,42642336123857.63,28233582292863.777
6,331.3478155495639,331.42325637991644,276.79186284920576,0.3291339586171339,276.792166,68448649192902.9,47915481493517.97
7,289.22329569558786,289.30972118651226,250.40212522224041,0.4828863634116828,250.228207,76438067726306.81,57440767113163.055
5,268.85270694867876,268.9456785925963,220.31385141942894,0.18655790771113812,220.145272,25763779183105.203,17359907355836.95
7,175.66462160436058,175.8068806486344,153.7350831079931,0.12556958058115483,153.544644,7482558771992.293,5744271150395.675
5,518.450357616978,518.498575999175,427.2165472483396,0.4224347465749062,426.842088,212915916838641.97,145063707036154.28
7,425.031087883489,425.0899030410181,364.78652807512736,0.401177761178813,364.705205,136432935293477.17,100771260607518.02
7,546.5841771157577,546.629913811264,473.15862848696486,0.2784808140774709,462.322829,156429826927944.34,117525039360745.69
8,277.7638865692901,277.8538764928023,257.3123128870503,0.41093224921069954,257.101182,60123649332235.73,51665219344054.016
6,430.36956628777216,430.4276519773388,367.47257079997235,0.3554278957489883,367.106258,124035342112473.94,90684910747808.22
7,482.181638313176,482.2334832074381,453.59150650900267,0.3501162086648029,419.739911,153083258244620.3,135614571966401.84
7,597.0319904578747,597.0738627926129,610.9698726614441,0.3519365171718619,610.739533,235040806043911.88,246051090612745.38
10,393.21315319788044,393.27672680673567,351.8834053055045,0.3036873154444496,343.545127,88736251878589.48,71202642780835.36
6,415.13040289129805,415.190620564448,388.85146767434424,0.34477305814983206,354.789595,112049628089475.08,98427150908468.19
6,432.6808499407424,432.7386253911745,444.20937605116745,0.2920286145492466,443.728796,103178891022471.53,108699471715293.81
9,451.6017456330094,451.6571007509804,410.91429578572803,0.43001278590835945,410.65416,164816209975530.47,136684012192724.69
5,786.5072119795624,786.5389974412358,664.9942663870505,0.2582587096410561,664.312027,298739706612926.4,214143329678906.66
5,741.6549996394697,741.6887072689066,604.6334289864891,0.2865432938213795,604.053227,294763876272010.44,196560853341499.62
6,473.0935482166325,473.14638893708485,408.37422822512184,0.3847832444277058,408.346214,161877845634562.7,120932405020651.1
12,450.0552758436515,450.11082114819817,415.3662677723892,0.2210584401148558,414.929993,84652695079370.39,72208338566944.53
5,241.98016788158196,242.08346008762885,197.34994798049215,0.28721190854760387,197.085715,32069973504833.98,21406450176986.703
6,219.1969767882071,219.3109997995764,210.1567173541103,0.162570226599272,209.971557,14993498072684.78,13792068494265.945
6,384.6058766298153,384.6708727447254,338.2046345758075,0.43472999198602563,337.902632,121186187774513.67,93923771842787.92
8,398.6761793148452,398.7388819178318,390.94852343523297,0.6366120979328767,390.679701,189920410947036.22,182692671026025.16
7,517.3218380315161,517.3701615906218,454.7765921034252,0.4573147855838437,454.357313,229354585293432.6,177634655388914.3
15,327.13700890739347,327.21342056351546,318.8106831243637,0.2888094036487979,318.50573,58626144573151.06,55705029086548.65
6,205.67993343035616,205.80144561182203,187.95780867983953,0.21798332289434263,187.961115,17676257758820.547,14783897780763.176
5,365.9995601672553,366.06785988751363,334.27847235696987,0.5010392697456375,334.373434,126435470930006.94,105639580629567.27
12,409.0235094418796,409.084626056946,385.0275142147686,0.2280813574496321,369.575498,72244073409538.55,64084230610296.67
7,589.7033577888874,589.7457504615769,510.83742410141065,0.2943080472156293,510.284837,192079730033692.25,144505876248944.6
31,476.456526286217,476.50899408167373,456.5628298632681,0.40038137001332735,456.436242,170761536678957.22,156918098279607.44
6,355.13839043964265,355.2087785571467,305.4230724031327,0.32235499976577353,305.190316,76931297038502.94,57051039698208.43
5,519.7263490096785,519.7744490208519,434.8241044161273,0.18068636269330135,434.449585,92202730920484.55,64742738724901.47
9,319.807385337129,319.8855478388652,282.1386759305092,0.1398291972377704,281.83689,27309965005629.414,21301484783777.668
5,526.1203443065776,526.1678598064232,425.9204306018262,0.34799973509989635,425.442117,180881821592563.0,118989612667694.4
5,252.90793599075465,253.0067668800652,205.1778527165722,0.3329299567198129,205.06111,40524491496911.05,26769231622074.234
5,341.66363567805473,341.7367992252905,297.6234450192445,0.23495699333281672,297.255474,52078940318260.62,39614083225902.61
10,322.3524898077875,322.4300353336825,293.8297622437,0.2789156602037056,293.551486,55004847733538.414,45775857450569.836
6,488.21007101259954,488.2612757920983,419.0059592803175,0.3910353874613323,418.547269,175066237042989.22,129302104914470.48
10,442.9923129128786,443.04874370649304,403.02674868980927,0.7818594397448231,402.86043,287009263730460.2,237923277779083.25
5,294.30491532690587,294.38984898528213,257.2562496751894,0.22954997036189068,257.021782,37859335782896.29,28995356233919.65
5,494.75855477688117,494.8090818941262,403.7360807112654,0.2128863184790472,403.378973,98389774716481.69,65753917724725.94
21,492.90028233281276,492.9509999216621,470.0541571388518,0.42619551063774935,469.538545,194309617262322.1,176863344272673.66
5,220.7525335631426,220.86575351227813,182.9671208801153,0.2026332230992242,182.764372,18917064779543.04,13036675887549.045
8,437.6979988755522,437.7551121570859,407.5417915803852,0.43388477297962363,407.242118,156292135449404.7,135669260865756.7
5,249.53201447504262,249.6321819156594,217.66004537540726,0.46843966953482713,217.536435,55353856928712.06,42217626110718.79
9,397.58604772149124,397.64892222008586,371.5805462524719,0.33162445118051903,371.352655,98969523725750.4,86550198092922.06
6,246.8910760428414,246.99231451523366,218.2646030424419,0.34544031654011476,218.036285,40074346432812.26,31387616284563.586
8,463.1924781320476,463.2464482304288,413.6688119266198,0.5087463833817482,413.413045,204737418888015.22,163622290444557.12
7,424.23662696562326,424.29555225004344,371.02702415387984,0.6602054871593525,370.692515,222725516791885.66,170749765722353.0
8,207.55201462462665,207.67243142685365,192.89186741153873,0.29352451042240646,192.748706,24171681456845.297,20904037505907.535
6,216.99238685469604,217.1075677006632,217.68461883459725,0.2880179330871092,217.730214,25909216694464.516,26073351489902.508
6,466.7652955185906,466.8188525547755,408.5053577082998,0.3652807223588438,408.419502,149694183003823.4,114929399805099.89
5,260.6322386089037,260.72814156183546,210.2577662635024,0.10253854485245112,210.105255,13383095298254.904,8741803720998.109
5,236.54875046671515,236.65441332745996,206.26539794592523,0.28660751370110066,206.233528,30594590841278.605,23317664042514.805
6,257.80756205047663,257.9045153742182,214.82987513331886,0.24229008664055915,214.611415,30720419597049.27,21399049513973.047
7,405.31991932894005,405.3815943093846,352.7485691005511,0.36299325482766354,352.492996,112457460787275.75,85388098668122.73
7,301.4647874195,301.5477044414106,276.83284767851734,0.2700747801146771,276.609571,46650524583925.055,39397373383729.2
6,516.6779476807225,516.7263314556008,455.8978188381178,0.4595015303383291,455.454454,229873738238407.78,179349793617712.34
10,416.5985293328528,416.65853482473614,371.8640307156368,0.42016522363366715,388.992679,137269119758216.08,109593060666204.56
5,392.4784019357722,392.542094540264,357.0660437621026,0.2370189531247947,357.025924,69151118118086.15,57330645709178.34
6,338.6705221021689,338.7443321163554,295.44900184548965,0.3707957356279001,295.271703,80443359684966.36,61368347801945.62
15,307.447020253701,307.5283243261987,285.3854059607291,0.26885564688046193,285.069782,48286599077147.414,41659730059209.82
7,286.0433911320131,286.1307771112744,255.26642634218672,0.34339586238003095,255.150017,53338796955172.74,42563161636081.34
5,350.40934065722195,350.48067852569136,322.39925633222447,0.31553948762714673,322.137074,73343680490934.66,62177886401122.86
9,583.1707501153631,583.2136176308945,560.6574482686815,0.526192720166468,560.323974,334317509192740.06,309207632193453.5
5,323.604230280596,323.6814759226994,268.5944323167373,0.24691950211861172,268.597059,49122974575640.38,33952174185888.062
6,652.7393690173867,652.7776680196835,579.6389696358443,0.4046217684233034,579.710854,322173454046581.56,254545461665036.0
5,350.3517682316767,350.42311782053207,314.5257592038082,0.418406195866071,314.329024,96979215428321.73,78309674238415.8
7,464.5263338411685,464.5801489860675,432.3718463122073,0.35978323730755796,432.22914,146062250746545.25,126702042058470.2
6,448.270177036356,448.3259435056218,382.0655076265416,0.19119096217589862,381.859773,72733901963944.39,52985000165736.34
6,351.1614819085794,351.23266701181075,296.9716952929258,0.19276961306235993,296.576612,45193246382374.56,32416354119843.156
7,243.02730700116877,243.13015433763113,208.22712284361276,0.16664260437658482,208.021556,18855583230867.414,13878400138286.672
5,753.5434133641934,753.5765892227276,609.3560903303662,0.3626728774922835,609.29446,384268190710860.0,252168963908008.5
11,404.40515199233306,404.4669664607259,378.0116844314629,0.2174043843213308,377.61006,67357746057848.445,58922341241613.336
10,321.21669725465574,321.2945169080686,292.7451992631229,0.2975868833399254,292.696486,58244616421186.09,48455912551447.52
8,420.19390732055643,420.2533994500418,364.384733716083,0.46133595177516945,364.473764,153182247208628.53,115485552411306.33
5,619.0351857962961,619.0755699055284,496.79581286677023,0.3675262026301401,496.624514,263630402651822.0,170420394198261.94
5,200.04633003495923,200.17126207439426,162.78030642702916,0.21933036994902647,162.633183,16831568825546.09,11183739128298.564
10,604.318758837392,604.3601263177163,565.6447946111263,0.3247742037636499,565.076497,222328188611219.7,194994658566945.12
5,329.62099972822983,329.6968356867225,283.46882491176814,0.406086686927639,283.362485,83427128150185.72,61864710075005.35
5,459.92368800493745,459.9780416368406,386.0330888641025,0.21605057213738876,385.803025,86387300626518.2,61047699615714.41
5,382.89836298840095,382.9636489005154,321.8290875316095,0.2288304706476555,321.466996,63589960383954.33,45060597681868.375
10,528.6496373260444,528.696925511165,496.4364076112853,0.19176832329227497,470.4971,101162576275500.27,89309441396557.14
5,311.4972326240541,311.5774798223454,275.20963273953174,0.33030515996373355,275.065424,60772341619659.49,47541106438959.17
7,214.36173518904212,214.4783287729952,187.8717263352768,0.19822193187823153,187.735003,17461228766905.79,13442232609458.125
5,651.5018679675483,651.5402397129473,564.2530519276096,0.45181649726795386,563.93582,358063505433565.4,269222854844813.62
5,334.5119981835173,334.5867255716064,315.499411586599,0.3426874566589494,315.400687,72597005601519.52,64645688356541.484
5,239.5865998227134,239.69092351319648,208.0096951358396,0.23947476742545257,207.834948,26259095570098.133,19841824135815.066
7,230.54740174949583,230.65581382970478,199.57022678068586,0.18949404180269494,199.717126,19291898253080.742,14491254245694.463
15,411.59970854259257,411.66044268589513,386.3650584545276,0.41037208532326475,378.582337,130926829613927.48,115495001031629.3
8,674.3902623678829,674.4273318724722,593.8104883439886,0.321933302152863,593.247777,273985913836016.34,212861285682747.03
9,423.62054351271166,423.6795544819283,401.553644856937,0.37833226943511244,401.271222,127884899887178.22,115018152097690.5
5,209.12062447221584,209.2401385481512,169.64427061109188,0.17462747883339227,169.542356,14661620948119.018,9683155191075.621
5,378.3356276050993,378.40170072998404,305.2836348556462,0.31915701472623575,305.161515,86354166536962.67,56438885096570.14
5,364.3552379633438,364.4238458599065,306.9006277130918,0.44444886488548174,306.81921,111277374152973.8,79191579537305.66
13,301.9805916269185,302.0633670595356,282.1695640193914,0.46783129306786186,282.090182,80693013990472.5,70537116261146.75
16,764.6386260160416,764.6713205003178,749.1207598035302,0.5012788381178033,748.38774,545270338770023.2,523531215406725.4
5,444.5598646327719,444.61609647234826,405.4044186016974,0.5561814736250852,405.329519,206169880306064.4,171728023946990.47
13,580.3980409731905,580.4411132625922,569.9890391109952,0.37004863286079,569.609332,233569791021660.66,225333145522982.1
8,667.4446261271189,667.4820813669604,583.9517199985702,0.3446250692260252,583.38178,287177307445119.06,220299790961379.66
5,285.1191222937135,285.20679146461003,236.31130883403495,0.2043399452813822,236.267845,31680306850490.582,21833121671221.035
43,609.9037312532594,609.9447199514461,605.0178350936873,0.6779595244161394,601.494318,469761969133711.2,462329199720223.06
7,376.3777039699203,376.4441207479125,340.0599490628399,0.19889990366258506,339.761855,53487947365956.67,43741346634664.11
5,393.2859516620965,393.34951350517895,337.33804331259716,0.32253592905964723,337.054598,94227826450286.58,69514141597198.555
5,419.9560156902861,420.01554151538227,378.0479934449434,0.47728872205155437,377.570543,158253725605777.94,128483922997864.33
9,322.92696227749735,323.00436988649585,285.4108993157217,0.2990465296803149,285.273445,59147169902737.25,46302871694909.12
6,260.33089264999296,260.4269065744593,243.69826098750747,0.23768469597883257,243.469825,30729234400346.645,26958852865543.367
5,440.86458615439943,440.9212892627094,396.2621966786623,0.37907581504848065,395.927798,138680091209188.11,112251549757671.31
14,324.5919961644887,324.6690067962254,301.07642582241175,0.3219817321612253,300.741298,64294244305396.06,55389056289057.664
6,565.2677852806522,565.3120103766535,522.6828726060708,0.47819250143048647,522.182092,285825362977787.5,244692306394416.53
6,443.6761373006684,443.7324811302882,381.4968461152772,0.355630930744988,381.218641,131827438429607.38,97728968387437.05
8,313.04839501663145,313.12824468975793,272.5334983820034,0.26587040493549924,272.48078,49495397354876.71,37604206086242.54
5,262.3462160115663,262.4414926332866,215.51207574397847,0.33432527802736245,215.283904,43758649539839.484,29631219661701.03
8,510.2243043643981,510.27330006980964,463.17207227803954,0.4616738990164675,462.908202,225264087248638.16,185933970488514.62
5,275.7272270479439,275.81788146447,225.54586115631116,0.2786954342940542,225.393938,40322561336985.62,27075627555687.812
6,433.71291482982593,433.77055281586814,373.42864861785773,0.16025633120987132,373.362416,57192077498972.18,42509571134841.48
6,491.4171862427296,491.46805688134157,473.4394157668107,0.286682944553609,473.581435,130382532684824.6,121097514893488.81
5,595.7153915477629,595.7573564186216,486.4027761358903,0.4170618659662739,486.136142,276936274719827.03,185244664583913.8
5,309.15576694843253,309.2366217598969,254.61554149780764,0.365581200246083,254.51616,66205027365804.234,45059490124663.05
6,1152.0043366685534,1152.0260377713491,962.1403201318193,0.2579918388533883,961.269465,636216431763752.5,445078175531378.0
16,504.8304002322943,504.8799193854896,512.7316813223078,0.6805753800367055,512.307663,324119868951322.3,334256638158193.25
5,315.23641408829207,315.31570967404264,262.7233017110213,0.23157510094538655,262.564497,43763223648474.63,30494202182567.117
8,815.0588520356367,815.0895240902375,731.8126935732338,0.35953905654238266,731.377174,445120053775680.2,359498972678637.1
5,402.2819771576872,402.3441178219187,380.11244797819404,0.23155931584292283,380.228644,70959166584226.42,63416843915487.12
12,375.4022119156332,375.4688012487189,347.3844766157515,0.33524535606832273,347.032361,89279344398782.3,76555409604572.5
6,337.6854030100151,337.75942830073046,283.2324590733018,0.34748900641869623,283.038561,74995870534232.16,52922647391126.65
8,192.55557308680233,192.6853619940728,172.5543957576964,0.14959599006545293,172.454784,10678017470556.69,8591066329422.004
7,326.257983181626,326.3346006627893,292.34244915301906,0.2766185251687984,292.177549,55873934042790.305,44947668210316.33
5,442.18443355767494,442.2409674382529,381.50294570833495,0.1979517872783195,381.289389,73270275413259.02,54681935629676.68
7,854.0294505822666,854.0587230757894,748.356012149592,0.5022817197151446,708.556027,680382653425579.5,523508300739177.9
7,463.4175812993356,463.4715251850175,401.1701801687822,0.3579963362785013,401.153056,144656353697860.8,108683353763099.67
6,417.9020398765639,417.96185822751005,376.26916138864095,0.21434211274505396,375.910641,70883588334998.8,57569888112417.89
6,246.41133765876415,246.51277315137543,206.62312838489837,0.18996846689058497,206.331761,22067647331463.695,15563032359843.14
6,626.1401729152731,626.1800988041444,525.9188000537266,0.2384004710006683,525.333085,175554628850346.12,124236440490324.42
5,358.9923498589878,359.0619824727729,296.85325235150503,0.2797182632544641,296.644548,68284857992712.45,46847623683555.555
9,266.47769209911996,266.5714920738401,237.3115127691111,0.34543403966995956,237.233219,46621746213889.22,37049839753858.914
5,523.2275020746571,523.275280256277,434.68537719752266,0.7636489049987647,434.61907,390051399283832.25,270044283233290.28
5,367.90664030887245,367.97458605637706,313.32081281617957,0.6569983478059184,313.089548,167106461361664.28,121543834963371.16
17,476.185892038338,476.2383896499186,459.5010627118451,0.5388663568854292,459.056184,228986758419159.56,213344340936943.7
17,593.6700051330529,593.7121145763148,562.2772283156933,0.3974315375568795,562.090946,262209389064064.8,235418912560047.88
7,463.311478436787,463.3654346747083,396.3600036362889,0.4444501955519003,396.069046,179164568995163.34,131488231144932.8
5,463.0401917466608,463.09417959286037,404.76937512756444,0.2028063309909914,404.574587,82230695013543.7,62985599349651.44
9,362.5167144246179,362.5856702039119,328.84049476130576,0.6372810409194419,328.67086,157460541175569.84,129788485014148.31
5,557.647298867402,557.6921282698095,450.3497142543954,0.5908916761515963,449.878421,343203715386547.94,224621916033905.03
21,413.6839251248626,413.7443533230549,414.2892260520079,0.3288207503470656,413.821802,106173202820155.97,106481360009764.05
5,172.6778580683402,172.82257568694504,146.05122513793617,0.1706617192320986,145.87847,9803674487198.62,7033631163182.044
6,376.36405720497163,376.4304763907768,345.2827557905342,0.3593978479265634,344.9134,96138568790844.28,81039576607775.19
6,239.62632668689506,239.73063308942093,206.0493663578084,0.11836312781429133,205.898189,13061366235574.564,9682448342109.412
5,222.33300591015302,222.4454214342119,188.65647729154315,0.2667733552020178,188.721467,25200037521468.492,18195408434811.016
9,448.2805373650608,448.33630254565344,401.65078438709423,0.36686557156453675,401.230202,138765640885401.98,111616230596050.38
5,353.6737549663032,353.7444345173005,299.8657107453241,0.45352043440865597,299.434559,107026098995048.1,77163557704846.19
7,179.69571686298755,179.83478712113234,166.38125077234935,0.25689157835654775,166.306987,15914662494218.916,13661414823053.055
7,335.6406984927239,335.715174641665,328.4082837840858,0.2955549782443369,328.281174,63113773421213.766,60446259058200.82
7,435.6338030600717,435.69118693012524,382.1697509173213,0.13442770336996232,382.064393,48471240541689.41,37389528952453.04
5,1126.077957443146,1126.10015817392,921.8614665439635,0.1564142834439796,920.939119,370216106306934.25,248936027391704.2
5,566.0200135132956,566.0641798396992,495.13148482963635,0.3753547185379883,494.638108,225391638703887.06,172864190053084.84
9,210.12735335765404,210.24629516139495,188.88521141002394,0.4031432514876006,188.918677,33927011112910.234,27465034874492.066
6,328.2020607194475,328.2782244689585,299.41714483433003,0.33305403910601244,299.133261,67959305531069.97,56652681238176.914
5,289.0042978534804,289.09078881518036,241.2756842404703,0.38133843424562147,241.155803,60398364183005.984,42229826250663.36
8,191.2666766846171,191.39733961050203,172.0432703909049,0.1936662536100616,171.886952,13610790401166.338,11032276337123.123
6,268.8049343288996,268.8979224902343,231.38563638619036,0.24209506813096235,231.200343,33346293922494.05,24772756701482.11
7,488.06681413973524,488.1180339472317,426.15733367152933,0.41273966759866215,396.717482,184587263148056.25,141067683614209.34
7,457.66218011248765,457.71680229735404,392.7914355685199,0.5556397300879234,392.35824,218187975199934.94,161143276854272.72
5,510.76527068880796,510.8142145064204,417.82758718357695,0.14001390157933932,417.513995,69182576213188.5,46460128568611.36
5,701.9175184350437,701.9531342518601,586.5464947763554,0.4375265320080973,585.963854,402077745839942.0,281612254183826.8
6,338.52240981196945,338.59625211290063,299.2784770994951,0.31609417288708114,299.192746,68612945129308.99,53743102981123.086
5,327.1936009022086,327.2699993451183,301.12911988184743,0.4878908583666891,301.197807,98614093634087.17,83652032692021.58
6,386.31263439130356,386.3773433967745,332.2296469144572,0.47154706548589276,331.988108,132512521194112.42,98270269724503.48
5,416.88528631977937,416.9452505424716,352.74426964210437,0.23386864311187416,352.365081,76909436079661.86,55225863181806.03
5,354.5161279005504,354.5866395418747,321.78149616477174,0.35148021526296136,321.426035,83527024947819.02,68931839235994.1
19,429.1966310795214,429.25487548775817,401.52953800779176,0.3105620180613332,406.55744,107923374370731.39,94570003679286.92
7,262.3416117154829,262.4368900087737,247.85351917838034,0.23256703453931435,247.660172,30535540283111.39,27282766856107.27
5,256.8514263976404,256.9487404960423,250.717476610963,0.18726945044542012,250.48019,23622532589284.273,22517129756558.004
5,125.45736824113928,125.6564811141583,107.18476582875708,0.13877057809792467,107.173566,4238753949835.0483,3102241046880.3633
5,327.19692048680565,327.27331815479397,278.4055294709027,0.2577102505191441,278.234733,52384626269646.164,38033867392869.65
5,275.6903627029314,275.781029237462,229.32783858368177,0.2844588832724991,229.343588,41138152800442.086,28556841042427.43
5,721.367512864742,721.4021684308024,589.6468592505022,0.27795888848883027,589.049375,270692614166287.25,181467060144079.0
19,405.7644474508354,405.8260548745999,385.71866909189606,0.2907832742197674,412.318963,90460860759170.55,81817357103470.17
9,359.46726758939633,359.53680822439674,334.15656492639084,0.28179154622662145,333.848634,68967033010043.71,59673353722917.94
6,638.0990496826826,638.1382273504249,539.9593312605514,0.32048593312946705,539.4056,244416311072189.44,175506889419635.5
7,347.5477372484014,347.61966237036114,305.43325362663705,0.2963740135997135,305.214429,67815479700113.234,52495055862940.25
5,595.9737447125507,596.0156913930207,503.4967116492477,0.143224477106983,514.25304,96068331674276.78,68772732424111.72
6,298.5067020576123,298.5904405256674,251.29121592118872,0.2976197625099189,251.200026,50370288945167.36,35803961641289.8
13,642.8195296026366,642.8584195906242,607.2460095971568,0.4053017583064213,584.805037,313056571483668.7,279624517356720.3
6,305.5310016983901,305.61281550161095,295.4888078839184,0.1705883019921654,295.193978,30381005653409.305,28433143720376.57
