N,s_gap,s_gap0,s_rms,sky,s_tempel,m_gap,m_rms
5,721.8793811602114,721.9140121539751,591.4490999151911,0.36555144654039823,591.182421,355688056348942.0,239551874540587.2
6,687.8447933264149,687.881137774731,589.9365195923125,0.4821599998455223,553.120089,425300231456524.8,313661411826481.4
7,254.1227647662116,254.22112337967377,218.23336466477457,0.5088162975271054,217.854534,62292425998168.086,46062904748846.46
9,744.3383267113237,744.3719128308196,685.021376104114,0.6918590548841124,684.834221,711646286366156.0,603528299522018.1
7,387.5127327635343,387.5772414033909,330.83883246007866,0.23958752973400485,330.657922,68151730142849.61,49813197890042.54
10,407.7586858374754,407.8199920012566,367.23067740945254,0.20061677028972194,367.07287,63227119969166.31,51377565813409.32
7,526.3600248041122,526.4075186695053,479.1070091911232,0.5162041042632437,478.820711,267676170121068.7,222111380824257.84
5,594.183785851617,594.2258588861312,484.26880448915693,0.302400659417789,483.808728,200297196903220.88,133530383518319.48
5,211.4766352560857,211.5948186020525,177.34886352225206,0.09437409999533404,177.153343,8144285276946.371,5745310023248.983
8,412.5052120185166,412.5658128619497,361.8317860446586,0.48175140944837946,361.744999,154151944560773.56,118881200020724.69
11,202.03156615043582,202.1552713168715,183.83716576873778,0.219434464225262,183.609155,17172505053361.633,14241466486902.19
5,509.29832088056924,509.34740565920947,429.85949053092975,0.4698888395585588,429.460305,228415058023714.25,163190178379726.12
5,242.0440383222044,242.14730328318907,198.7132310623268,0.1539135926627174,198.128154,17287467879460.96,11690909199569.031
19,245.1904140025327,245.2923543829554,250.3055402514112,0.20379259463305546,250.14498,23427305082781.46,24406266495609.293
5,547.2019447666046,547.2476298316459,492.95198320385225,0.4348942618359686,492.634952,243910951587858.6,198281170990132.1
8,383.18188800685493,383.24712562066,341.3967385721219,0.17175888750850113,304.95117,47920931748907.98,38116473765448.34
13,292.452498680578,292.53797015859925,270.98429963600535,0.3203350715062489,271.367796,52023017639530.83,44725368835318.35
6,441.0597336697425,441.1164116929047,394.21091880671264,0.18715876231368542,394.012295,68960473494348.15,55197577242637.77
7,395.59786246668517,395.6610529079282,357.2794046754645,0.3208037662172717,365.633122,94821547115419.42,77482084167474.53
6,238.5306209547476,238.63540628552477,207.52649491088619,0.314125636691113,207.586411,34064124745312.566,25846717173974.33
10,547.6230575424717,547.6687074794079,496.75412976920654,0.22084441413839576,496.280844,124777812392635.5,102851797404467.69
5,225.86312405167087,225.9737834492764,196.9646592141237,0.26884086179468103,196.793367,26199290614862.023,19971119830237.24
5,134.0431213305335,134.2294989040491,130.54450765333573,0.32712868144666757,130.381914,11309674758159.186,10731870248186.748
5,307.0572849223168,307.13869216343426,248.893910644449,0.28933982370123085,248.73941,51801674268060.67,34161068283827.68
9,561.4764122211561,561.5209359238012,534.9701266189787,0.7088081235124705,534.498722,416669698807148.1,378570152330912.75
5,702.6089615634165,702.644542332197,575.2201438742538,0.30958226387715854,574.861254,285885562875165.3,192244141626756.34
8,338.7420397322846,338.81583416656997,318.633748263032,0.3470282441072756,318.320334,75362605659040.52,66752729594581.35
12,212.06715483224062,212.18500926936736,203.6524739697235,0.22370841146923845,203.295054,19270465058929.98,17783713094891.156
7,185.80420442393293,185.93870598025217,160.8576267130448,0.6082442088934865,160.709602,39965215453111.91,30029476684796.242
10,276.74950845038273,276.8398281091947,249.54369267916013,0.2881636293537318,249.287096,41987169940998.56,34199732926584.55
6,280.500176227641,280.5892885762706,238.61808784065235,0.28174392643089385,238.434033,42170412291585.79,30603838400414.617
11,632.917368950814,632.9568673453356,576.316662312257,0.632462028471418,549.370853,471914023365396.9,391909711650380.56
6,406.6481388968474,406.7096124611142,342.548078435698,0.20611448653284473,342.276534,64594183693444.52,45973446813043.945
8,419.4027130783996,419.4623174225813,370.04590507667115,0.7625405864665717,369.581553,251173439612915.7,195933671056447.84
5,343.6295354169113,343.7022804853676,298.8867656016752,0.24519896329736562,298.627915,54950219540820.18,41673930261951.22
12,411.20355109321696,411.2643437397313,388.4021810146886,0.6176530793881614,388.090386,195971304187419.1,175017661658130.25
6,245.12806780099152,245.230034098288,213.16542295059577,0.19818623979565195,212.955603,22776819593251.637,17265429055201.002
8,409.6886524945029,409.7496698995151,390.3646615120769,0.32666024507290525,391.998588,103472079254316.36,94022112610142.03
8,252.7395766727118,252.8384733712446,224.7625653155099,0.14695242649553686,224.549144,17990415133508.086,14256211697992.996
11,465.50297971219055,465.55668196356936,422.16848565529625,0.43482746039390413,421.717401,176967199247936.62,145804798192222.0
5,296.30947362684344,296.3938328660315,247.6168446762995,0.3480331791704082,247.390975,57966347433708.48,40608120992841.516
5,180.65370878164296,180.79204212730897,148.28177339364618,0.23941693306810666,148.087943,14998239833067.592,10138731780707.656
5,253.84797656815383,253.94644161268724,209.96737855227877,0.2908829766983441,209.809131,35710052207766.64,24511936882397.992
5,420.8133873433015,420.87279190670364,351.8827358211638,0.3063015606034974,462.726491,102373836910021.61,71809891504066.44
6,684.342483911372,684.3790143524175,638.4555557009297,0.45673342493026653,638.489136,398999185242246.56,347696631994055.8
5,329.118617524667,329.1945692160611,290.10609703520237,0.25450708896554913,289.790952,52343355062705.72,40759718343796.195
17,371.4518272248031,371.5191246068565,378.5333301632464,0.4009788069956371,378.052321,104402403427260.9,108384600921814.8
7,252.8150803468809,252.91394752128608,217.95517347189025,0.2236738495346322,217.700567,27300386472472.504,20342785284844.72
5,166.2851733938914,166.4354496212767,138.38689457379647,0.16197738215329807,138.208191,8638056343549.99,6001804636138.814
16,482.66196006521693,482.7137533714956,454.54677256199454,0.2078417112039591,429.818762,91478397472362.25,81218170823716.75
14,430.8356758638546,430.89369872053635,399.1508661355602,0.3596317848209943,398.984899,125758763829751.22,108088827240730.89
14,496.6195577712169,496.6698955653332,467.5042141309983,0.31840788088831795,456.067232,147728337983255.94,131054462618215.62
24,659.1991744335687,659.2370981474712,641.3866327022088,0.4362157487130203,632.643694,353952041041050.94,335238357863069.8
6,227.42697666895359,227.53687550984074,196.81611226464798,0.3129046263918738,196.634034,30872894944080.625,23179310360411.26
7,496.21537644371637,496.26575523521586,423.1822053700017,0.1961427402734239,423.111821,91247759991169.95,66551725000938.99
5,264.49378994787037,264.588293242517,225.23343483448647,0.3434922504686894,224.901024,45680196054307.734,33218841971370.15
5,360.0264006314101,360.0958332883187,287.91470542009404,0.3083988546572189,287.589258,75651851479486.38,48571855606511.71
9,238.01673301475188,238.12174448171606,215.64346060760582,0.22520305838398316,204.604499,24387328476010.297,20052202393539.375
5,270.18310825116964,270.2756222530313,226.26668528961724,0.2752808603471869,226.111822,38260680095715.6,26916496601671.418
5,1061.239168672181,1061.2627257771858,872.7345159143156,0.3230742790077544,872.620412,675790923225149.2,458468261468842.94
5,276.6836094561253,276.77395061976057,277.7321441115671,0.20608628626436354,277.388234,30101857565530.32,30328454808542.18
8,377.68250700158626,377.7486943657162,352.21693228703907,0.38583407079092824,351.795957,103862467737855.97,90440968054436.48
5,308.30710916282226,308.3881864798592,253.2582508456817,0.19186872534067254,253.173724,34753621712382.203,23531067739807.02
7,333.10174515294955,333.17678884331144,289.45342934875913,0.12055765251478305,289.252131,25559119028012.016,19346421842606.746
6,513.4262209030572,513.4749110821238,466.43167685182965,0.43965143306073556,466.54947,217283512103790.06,179621193798282.62
7,665.9317967329007,665.9693370568268,607.4970492820775,0.7797130126784972,607.206114,642467844057545.5,535433568007433.6
6,453.97290119634357,454.02796722297313,384.91216406651677,0.3639951955801313,384.532988,141176983271572.47,101789258752573.7
6,386.5875776469937,386.65224063875587,329.88465664833245,0.16377685387346289,329.569484,46521984249208.6,33969797260721.375
7,463.89512152486253,463.9490098863958,418.9250664533715,0.48376040918039903,418.511982,195351351997869.4,159600869584977.84
16,254.30950924881253,254.40779566352103,239.42256442190754,0.2184782901128596,239.185605,26985167643717.066,23943242685246.184
5,192.857141016373,192.98672711098342,156.01323835046958,0.15431032098968991,155.895016,11045811175733.914,7254923058492.554
5,290.27768282428093,290.3637944817395,242.92196413476807,0.332363784713451,242.90437,53166461822423.46,37350793612745.38
11,273.538787612643,273.6301670660503,251.22799589619095,0.30407704991134965,250.919157,43272250163371.39,36555672084486.37
9,499.41456909197484,499.4646251951412,441.53929926759713,0.2932476780357304,441.236373,137677432007950.48,107852555620597.48
7,430.38350236411713,430.44158617308807,367.7254757170158,0.16539362958245957,367.374892,58114485571822.875,42542159825826.9
5,437.4294778349991,437.48662617158936,361.69938332721244,0.4989778759720773,361.397768,179298798166845.22,123004301049196.16
49,569.8527414778389,569.8966107723476,574.9387852049693,0.6944823038692463,587.701931,420486992157213.6,427961401558316.75
6,434.8613976360887,434.91888341852035,387.3303112730368,0.6837012805055344,387.03319,242184121955640.72,192501021147546.9
8,428.4676542272335,428.5259977165774,375.52225727485137,0.414389216502031,375.366038,143152520586721.72,110217920234936.14
15,277.9499069367894,278.03983665325705,267.46607588435523,0.2579227430622406,267.135436,37941553151273.65,35156985923587.234
18,243.24634392942247,243.3490986936892,236.71373023108933,0.19139848002496818,236.727975,21669709443658.043,20531061458538.152
16,607.2034057602002,607.2445767290033,573.2050435306263,0.44060216729024915,572.765998,303730714335949.3,270923259515849.3
7,572.0230459387444,572.0667488021296,510.3320169284447,0.22485587145870858,510.015244,138488673551477.1,110452099219290.53
5,349.13159345362703,349.2031923500539,280.59418159299406,0.6661724240659241,280.420631,152710382366568.38,99022650024681.62
11,878.9024707046705,878.9309148111552,876.4189425040367,0.35809420676217163,876.082677,514867428513297.06,511984492744926.5
11,417.4635889862445,417.5234701538059,385.720332741659,0.5428967706996067,385.389971,177692641506347.75,151909990887435.8
11,234.32920854640713,234.4358717815718,222.27647443749737,0.10473652043178294,222.315798,11068138692868.162,9967866594245.168
13,320.1918854650763,320.2699541288264,304.7940834296379,0.39664257861873814,298.660924,76947157348195.28,69784959106412.805
11,503.7457374449639,503.79536321205904,455.36252955096063,0.5513989881605686,455.281355,261931777808134.2,214383005931276.66
8,522.6474012220682,522.6952324291676,486.0925150614455,0.2317043872392513,485.759735,119293034198930.39,103322945317769.17
5,243.6787676737451,243.78134016982318,204.4700408200891,0.19318367639490916,204.453664,21947226435911.69,15498866105242.074
7,274.0449489515699,274.1361596832285,236.84538786157552,0.340834772942868,236.907531,48632539243178.67,36418598007985.56
6,565.6245146237802,565.6687118299783,487.72006813458063,0.37108933182594545,487.331608,222542190779466.47,165883039326749.5
6,881.1780734957475,881.2064441489729,747.6846572693529,0.29465106879626296,746.913744,426528574131984.6,307942552721856.7
6,449.0592761892197,449.11494467628876,392.2400145723618,0.5251462506886592,391.897642,198686440145441.1,151952201710202.88
5,349.5760594311752,349.64756731232745,288.05839517579324,0.23471694519063663,287.830591,54441914939869.48,37092380429697.3
5,473.2904264531103,473.34324519545754,420.88905959310284,0.15454858651494527,377.697238,65600662459713.42,51985646929287.97
5,374.40778216177034,374.47454832511073,316.0727701529636,0.44588789932653927,300.807078,117822205465537.73,84221260267136.1
6,353.0768818490468,353.1476808592204,295.72766034833273,0.28575059030151917,295.579145,67484547688434.164,47489963055564.53
6,108.70085825254212,108.93060444539567,93.44257753667671,0.13039087769668892,93.385652,2998841377141.151,2221829736898.0327
10,292.0885300398748,292.174107991887,282.3688628931375,0.37457516394818546,282.20329,60598412519218.664,56666201850031.26
20,325.79175439683485,325.8684814967038,309.35223647924335,0.42866670137943863,309.150472,86008226376168.06,77618519025291.2
7,299.5163313328907,299.59978760859286,314.71644675970595,0.21569892839639113,314.339036,36854696144419.81,40655032407730.57
5,449.08065929126104,449.13632512798796,379.48354787172275,0.08054405220606041,379.184136,30984882869069.492,22189711795772.883
7,818.5477017591427,818.5782430868625,703.1041155637217,0.29559334847230967,702.580446,369683448827557.06,273451692643245.25
10,313.42204909866126,313.5018036011972,296.4537358743767,0.3076232079431474,296.393954,57330385202344.08,51340970491543.125
5,427.1562620841901,427.2147846666092,346.2911876028516,0.32935434553563714,345.915108,113318541390245.31,74753318987619.02
6,181.61785702239732,181.75545656020333,175.32250605122286,0.07599049442708408,175.224348,4858650169188.089,4530383045423.4795
5,372.69091360962375,372.7579872882351,303.58899039189464,0.272619979994311,303.492425,71696920662367.06,47746312214418.99
5,303.2242742120951,303.3067102314946,253.5663087563081,0.09917883648224268,253.349804,17481201274781.584,12261415023332.66
22,524.7056618805215,524.7533054774177,499.0570845062625,0.5500003999989921,498.621741,283279929683139.3,256470656194258.56
5,202.0019352948995,202.12565859604456,182.3577412741995,0.3704631100146384,182.173406,28853200910938.434,23555895762187.035
7,162.17189559721896,162.32597981098186,149.53742641406203,0.2058981192489529,149.068872,10426811532018.533,8877773867774.266
8,498.5640061791208,498.61414767069573,468.58386800446567,0.2867873383268912,437.891903,134216624790845.84,118690963007897.88
6,264.12469653292976,264.21933184120394,220.66883210996215,0.17083752860676377,220.58712,22794593488299.39,15959780168127.271
5,353.6501544270353,353.7208386938292,287.60925176686624,0.5112187017379386,287.470556,120497601365743.88,79989895634918.28
10,512.6410865103712,512.6898512536931,471.8858065237983,0.31980957901282203,519.947676,158011752016616.88,134082981217527.77
10,413.42633539645146,413.4868012395791,371.1064417364519,0.5912285477102187,370.930526,189676206588728.66,153124778285083.78
5,1020.2760611559411,1020.3005640338937,833.9761378538797,0.42569895314845596,834.186466,821988709528031.5,550801675563365.06
6,189.6653939185913,189.7971592260917,164.583871594212,0.20280699357733284,164.519292,14012074286637.938,10576738867587.062
5,456.6491206804202,456.7038640281041,392.134521727232,0.3782538179016772,391.976941,148376101349307.84,109709424598789.94
6,235.17011731499343,235.27639932204798,197.69941555473974,0.17778643729997984,197.46458,18836939548664.633,13351537464605.303
18,284.27630812462786,284.36423713429286,268.52347514675074,0.2620447064931436,268.477347,40301175201916.43,35994345841845.61
6,551.3523943083262,551.3977354954625,503.84159705745265,0.23757334010073583,503.384123,135959852413633.81,113719765961885.89
6,608.3993778826278,608.4404679243225,530.2658379376105,0.5992588437890175,529.750056,413637103737743.94,314953536472789.94
6,583.1520918478204,583.1949607348205,494.14142083615496,0.4355470048311377,493.675297,277139117138075.94,199527029915138.47
5,608.5826869723367,608.6237646382773,493.00196859013334,0.23061429061467445,492.457088,160558903469313.34,105758966460318.58
8,457.07690491083684,457.1315970296411,415.5570185773722,0.35109023144542056,415.204176,138067697340782.62,114316717898007.81
6,416.6998410492713,416.75983195419394,363.1429112910741,0.3379236895765328,362.748199,110667931630978.25,84254696300244.83
11,356.8881844515128,356.95822752963267,334.4710990972764,0.43186316628975163,334.170503,103804695330473.25,91279143453634.89
5,365.86301654389274,365.93134174951007,294.29713459018507,0.2408870450777959,294.04133,61137771955733.23,39710299315450.734
5,305.14852342314447,305.23043974565405,252.41474576028273,0.23664649956304165,325.493964,41921073761336.62,28779102645544.38
5,336.3127169900905,336.38704435405464,296.19692659232555,0.2752051802808495,296.027402,59038706960793.875,45896504612935.35
5,529.5083954759812,529.5556069758379,441.9956561431697,0.2541059737852621,441.486429,134142750749671.58,93767895348850.78
13,244.01771054040063,244.12014062215093,225.24099504770382,0.3798251250265937,225.17095,43016703328949.05,36702718858176.84
8,855.4884278516237,855.5176504246085,753.9539051238531,0.47175691162314737,753.433105,641517844478426.2,499265215231341.6
10,298.1283619187389,298.21220662533347,273.208119006085,0.3039452099213996,272.953195,51302191570720.766,43150055881157.55
5,184.24269661800318,184.37833727711495,157.70442443000667,0.2397422632560055,157.595024,15615915215234.182,11471530040798.234
6,298.9368342383181,299.02045225105866,256.4042773174643,0.2999998882418696,256.267022,50914693269335.9,37558045090777.164
8,214.3217271098881,214.43834244687991,195.01060288737364,0.23438818222514582,194.873538,20610076940090.13,17090713880275.373
6,234.70024600567857,234.80674069354578,200.3936021152592,0.18525945307005534,200.225519,19544214029206.15,14286297712006.127
5,251.40542896741655,251.50485027985192,213.00522180427686,0.13441286026609559,212.905458,16295759556710.188,11730763091472.895
5,298.4393091316904,298.5230665040822,257.1856484339361,0.19916631313547983,256.926662,33811313892281.42,25174683153319.836
6,218.45818590967454,218.57259432725303,186.11686805496828,0.42897374330400834,186.233647,38972382315655.15,28366427796132.867
5,280.4093429235887,280.49848412930646,228.74931501845506,0.3291262337711244,228.813089,49163767176288.77,32834357041443.812
8,242.82693038249843,242.92986255087445,217.0754146615797,0.2582748312715114,217.030824,29066041889556.39,23273157319724.285
12,358.52871842769315,358.59844106940017,337.63631200795805,0.33997948037551773,337.304689,82641136397760.34,73368113404477.66
19,242.89019062408775,242.99309599535064,234.75185265454195,0.23677762182093942,234.419707,26680578555848.266,24937289801775.395
8,432.3485730665805,432.4063929137823,419.31379330355327,0.3717673476330026,419.169205,130870479973419.06,123165167364526.23
6,284.4727997681222,284.5606680620393,239.32321412812107,0.16737494542049702,239.118878,25877501435820.266,18369641807227.95
9,265.1450787993006,265.2393500434793,264.1173471524648,0.3064881542060398,264.072501,40999251693865.26,40684799848238.445
6,303.9150964489813,303.9973451357653,264.3432944287061,0.23259370205079072,333.539088,40879802447711.65,31002737460262.52
10,397.9028423280717,397.9656667763669,354.0029663939134,0.3038342738219651,353.599681,90889916620330.73,72089945331321.75
5,340.2274714074916,340.30094372530834,274.8193629601307,0.2589502067566738,274.751447,56871231763154.81,37245542858076.14
6,226.69418872225725,226.80444263823932,197.28887492888285,0.2284004103301601,197.084203,22452535877520.14,17045896359997.564
6,154.27083089112884,154.43279853657793,132.21280039155735,0.15060092200534209,132.089961,6926073374209.919,5100716468986.623
11,365.56292390747063,365.63130519114355,331.68986652613916,0.2574947088461621,331.454599,65208386098685.305,53775649602325.3
6,400.20351199452926,400.26597533734406,340.9114131406032,0.3094260434741909,340.637235,93611340280170.05,68121216361264.65
9,350.41726846923814,350.4886047240939,323.8708502157963,0.3080668953512142,323.583489,71625078398886.36,61268838869640.58
7,245.68022907336626,245.78196629846894,220.83795156494034,0.16276127059909226,220.66244,18820973272468.434,15234642763270.004
6,485.4600121553664,485.51150697165616,422.5612541784322,0.30341870388489234,422.203579,134629999835380.47,102255548663404.31
6,191.45142882848504,191.58196574956756,167.50398391490336,0.2687829987770632,167.301913,18873794237797.996,14480175365796.945
8,526.7263749458169,526.7738357811265,460.0558045262973,0.5306568416411265,459.620979,275488975868922.84,210623722513084.78
8,312.8672890836019,312.9471849666044,281.0241169751053,0.2365609598062513,280.743881,44033623793367.836,35593244761387.375
6,317.3634213275142,317.4421855971655,272.20467986275844,0.4495353339181468,272.085537,85592658179665.12,63137905528714.35
9,335.50953411641467,335.5840393746604,324.044510529661,0.4442535025011166,323.904344,94452942304629.03,88162488489317.31
15,383.00626638660805,383.0715339090199,353.6779516942235,0.37774861236591945,353.276295,104566503002259.8,89292064267518.17
7,255.9707105564782,256.06835935505256,225.0166964179033,0.24619668536389672,224.854061,30772060176851.797,23832726137530.355
5,324.15627647738495,324.2333905995538,276.0674509427055,0.18968092407808412,276.090295,37951064819431.32,27603229480134.79
8,313.24816219617213,313.3279609598852,279.509950320866,0.2109839821427167,279.627889,39407021072671.7,31438124046037.066
6,475.3646409866562,475.41722928431244,429.1378934796132,0.18535140152360752,420.066632,79233570665066.83,64689123293006.18
8,254.56214573994353,254.66033464936044,233.66970630947074,0.23992956061159723,233.497071,29669051365710.055,25035955736477.84
13,377.3799639774634,377.4462043942574,345.0462085099121,0.536650786099234,344.969495,143809031987610.12,120412896297861.58
6,348.8365193692162,348.9081788173352,315.8822344033743,0.374364868425201,315.485338,86114096088252.0,70736360592833.3
5,393.7983944183817,393.8618735629222,369.1541882952457,0.08236126041886935,368.905321,24414153405193.97,21478015126938.723
5,435.1171807824186,435.17463277636017,375.5913707135625,0.24566084670403304,375.334599,87902968607046.58,65667574522995.734
6,365.7896033044084,365.85794222019626,323.5385187297293,0.15032527692935835,323.408356,38295830083932.82,30024178601633.22
12,389.79730292935466,389.861433551716,363.69695057532175,0.2970820733100256,363.352918,85334533370818.62,74380527396570.25
13,544.0831837055598,544.1291306217468,512.1252303621183,0.3487462318784156,493.618931,193739800553669.8,171833242897232.66
5,679.5517845712475,679.5885725304445,594.8543841296201,0.23653482384265698,594.835527,204885177702797.62,157363313534767.5
5,869.9213329083383,869.9500706644145,725.7301601112242,0.12408877534430866,725.564266,176374737859442.84,123146422126124.67
9,172.48299982428645,172.62788079677279,174.92456104745327,0.225850057125071,174.970191,12913913668473.807,13278952748598.29
5,468.63457878548263,468.6879222184488,409.94716670321617,0.28385558332338323,409.869194,117513586119531.48,90138524904271.97
38,504.7505378096502,504.80006479707504,485.4479565716493,0.6301514562723469,485.127408,300202102829217.5,277856297457443.84
6,325.2557956570032,325.3326491584732,286.01550659683744,0.3186788467528961,285.922911,63898747488439.18,49522453217919.77
5,150.3012038730559,150.4674446041067,122.93669929341856,0.12444863483591817,122.801848,5444071554205.101,3654719812427.6504
12,320.3818686345614,320.45989101566727,293.0077228260733,0.20846558928929107,293.224792,40718493234129.195,34110872927630.08
14,419.01255177084437,419.0722116073965,401.00373356710327,0.234865952321672,400.79783,78017748604371.7,71510880791560.52
11,445.948327636152,446.0043844195713,426.2646875429398,0.3193855329596581,426.08669,119710952669333.95,109464461850463.36
5,507.40997956762925,507.4592469990294,411.2646618433436,0.3684613558277417,410.860624,178161837435540.94,117478362268279.22
5,604.6804964188002,604.7218391535787,540.8259020471378,0.4392943577613573,540.384667,300345449305180.56,240696625217771.66
8,187.74142635779904,187.87454103965467,165.50355153243137,0.20006286832779,165.477658,13547362774764.809,10550782424866.633
5,277.17060480979876,277.2607872935328,235.45062936120465,0.34540487149201604,235.208996,50399367081454.74,36473035288094.77
5,309.12869906969735,309.2095609591067,265.4387061474529,0.3267796769259405,265.185992,59226371673640.43,43785096377716.78
5,352.9338202428536,353.0046479456253,292.52109472113057,0.24069847873920902,292.397835,56884847217820.04,39206166838939.63
6,250.72361777947197,250.82330934828755,209.36819410186033,0.16221416010761058,209.269965,19529574268743.086,13659903383846.486
5,469.1561806327074,469.20946476586505,380.6479354656645,0.5128766842135859,380.296346,211691012731734.66,139863554873383.72
13,292.18232601320756,292.2678765011446,269.41873320362475,0.324392404202984,269.364204,52579688565027.02,44769643797683.35
8,264.46933691226803,264.56384894163966,234.24605789378134,0.2252405090445638,236.403563,30059368154948.996,23631171680030.844
5,406.61180020408796,406.6732792613859,336.4225089156867,0.376204555757614,336.21897,117250510800551.02,80536051013237.28
17,326.60139434439316,326.67793128355305,329.91818493663226,0.3035094117806669,329.534002,61383539196599.164,62625502102815.75
13,337.26584755264815,337.33996490989045,335.5507888689894,0.31169397312357994,331.583974,67169146680534.734,66493711866545.92
9,605.6182216506272,605.6595003756387,537.0284243304237,0.4481707875413062,536.719547,307307735775743.9,242112216169947.25
10,518.4554155834642,518.5036334952944,473.94598816974496,0.2760585195282316,449.486125,139660716035811.64,116896474261868.0
5,512.9690689034735,513.0178024705348,422.21870504460657,0.5637254005557587,422.104949,277551642663456.7,188636231979365.06
10,377.9649819951727,378.0311199023319,346.52942667189586,0.37941822101117184,346.406833,102302141204913.19,86125779694959.16
6,502.8476478639843,502.89736225430886,438.3021451799355,0.20255600869035673,438.018893,96716482353270.47,73660276468840.56
14,340.0756220706938,340.1491271880164,358.9168669842997,0.25663718300167365,358.86819,56317819153984.28,62671635554588.15
5,168.3940125511017,168.54240850023652,139.3092988024209,0.20350472507596362,139.315356,11105515254684.887,7625348040957.255
10,429.9708450836378,430.0289846300336,414.3771638956604,0.47017269834310227,414.187311,163371746615778.2,151836064342780.12
7,342.4068064098108,342.47981119442017,300.96025496171114,0.30112436450033625,300.753822,66887286175329.67,51791881563935.18
7,679.6973963213642,679.7341763998936,587.3916090172336,0.5088069555819775,587.184244,438123625071491.0,328021483391929.5
5,303.47719396052435,303.5595612958909,260.54942355912124,0.17469986166625598,246.255715,30693625108492.836,22684108938422.016
5,166.4792940047239,166.6293951627722,138.91237943539798,0.206613510987063,138.563528,11020944955264.424,7697147654655.69
5,240.27490315919647,240.37892812840573,199.95418137400569,0.2025691347793286,199.745349,22371316770839.176,15541545559640.266
5,211.17996353337224,211.29831281379515,171.58280068573407,0.253951197405435,171.733543,21670924287832.97,14356587664470.482
5,799.9186673104264,799.9499198772937,660.4555854818377,0.5710878555279727,659.902347,678677381098824.1,464074028011696.8
7,300.09677388756614,300.1800687882608,258.385679280998,0.15277004368782957,258.198437,26281645934014.793,19533847507859.12
5,246.68747824617338,246.78880023910378,200.25375697840363,0.16546339575659047,199.973533,19286618871660.58,12754232963449.39
11,455.6915143967632,455.7463727702234,422.5604933040546,0.37944872408137015,422.593483,148222584524340.03,127623504417332.16
8,493.48156064446954,493.5322184985508,432.1248368416439,0.518492500892061,431.796396,236562113990024.94,181797173750460.78
8,612.8512383130603,612.8920298893203,558.9348523403453,0.3687432406410367,558.974104,259280446824420.97,215988102500031.12
6,176.11145118159598,176.25334957749786,148.05811360009233,0.21374727432156196,147.912002,12742953950626.193,9033409203770.516
6,337.84839893256367,337.92238851738824,295.23780145876196,0.49595782701947927,295.074955,106803084023146.34,81757243786534.19
6,672.1186171061863,672.1558118924007,579.6108511368476,0.4221171820052994,579.248645,356051294991966.9,265435097193974.78
8,260.43313302082885,260.5291092662099,231.8423704233294,0.3380897989203461,231.958923,43609661897827.29,34630604424981.26
6,347.37491019645734,347.4468710954191,335.0964223564417,0.5065785846042978,334.905338,115250203643062.48,107315641944102.72
7,304.8894627013355,304.97144860840507,270.2872883177331,0.4022545380265362,270.108118,70807478625029.84,55765469894840.26
5,142.12260592768132,142.29840166240447,127.75027656364729,0.27187249203124497,127.647951,10572734384650.434,8558121437928.991
15,381.72172592038237,381.787213038409,355.1002129566661,0.3339306679621327,355.052071,91924397526229.03,79652121060396.92
6,192.2296068051746,192.35961564858675,182.91620121237213,0.1595164948369477,182.760879,11341694627548.352,10278077494997.297
14,563.4243054648814,563.4686752505271,526.869914528072,0.4679372319919882,509.746318,277937829334839.22,243307527967438.75
6,196.80807647360712,196.9350628132055,164.76981927498738,0.25712336714063205,164.617244,19077774610988.08,13412260520148.258
5,222.95409347061252,223.06619599415467,193.10911653839796,0.17055210916792454,193.024486,16262230227727.072,12229562565202.566
5,403.56678830638697,403.6287311675572,336.99226350928853,0.5111269069804459,336.837832,156519170707159.53,109488108931107.5
21,538.1989569400515,538.245406159086,511.2570059353931,0.5082595911374778,510.888638,275481040243231.2,248797563175564.56
8,264.15341688569026,264.2480419083276,281.7739569406018,0.7095763846784336,281.51768,93524425678846.0,106295473869975.95
6,625.6448844933668,625.6848419873367,534.9426528392083,0.4837018492658585,534.84663,353547349693041.4,259137178472431.5
6,324.88544809567196,324.962389184234,275.507313141285,0.2520315357133475,275.215112,50525207185114.516,36439167517815.61
5,288.372567982626,288.45924836082867,242.51131655125639,0.2663646742874369,242.587182,42138053571183.43,29891286320758.93
9,196.92654746456537,197.05345745841083,182.439041166472,0.1895325008664347,182.499304,14115888914592.24,12131038103456.729
12,289.80947505942714,289.8957257950188,284.86186828959694,0.19885838675520712,284.54526,31851642907065.44,30782584122612.13
19,374.2639208175143,374.3307126401715,356.64085388940777,0.28520412683082913,356.341904,75605295269811.16,68711146959648.18
5,203.32558997361514,203.44850832119332,163.78055512917717,0.3806402344647159,163.738421,30025191307269.203,19554564519890.055
7,170.3455707954977,170.49226812276245,148.50277330496752,0.18595548556831148,148.457036,10390388660990.582,7915178581799.787
5,167.63460257615847,167.78367018535087,145.97877327166907,0.1254060980659829,145.838797,6810857030879.269,5177236424497.432
7,344.2922823829333,344.3648874499976,294.9043312381101,0.39381702763730897,294.846844,88224653231241.17,64906105553586.586
6,423.69554943168015,423.75454995576547,383.9546624425174,0.330395985579906,383.912404,111855503318229.72,92017710875723.77
14,547.9615745924941,548.0071963303817,510.2068208058376,0.4335779054806584,494.584035,243848796022571.75,211648384271421.1
5,454.01219081475244,454.0672520766182,368.2364937628352,0.3770403860030882,329.488474,146216101321927.06,96545259327301.47
